LSOA code,District or communal heat networks only,Electric only,Mains gas only,centralheating_no,Oil only,Other central heating only,Renewable energy only,Solid fuel only,Tank or bottled gas only,Two or more types of central heating (including renewable energy),Two or more types of central heating (not including renewable energy),Wood only,total,centralheating_yes
E01000001,261,342,108,22,2,26,1,0,5,1,72,0,840,818
E01000002,251,357,77,16,1,34,2,0,2,2,81,1,824,808
E01000003,198,236,445,36,2,23,1,0,5,2,71,0,1019,983
E01000005,108,84,212,6,4,27,0,0,3,0,35,0,479,473
E01000006,0,96,390,15,0,11,0,0,6,2,34,0,554,539
E01000007,110,469,424,37,9,46,9,0,8,3,77,0,1192,1155
E01000008,31,143,263,15,1,21,1,0,9,1,63,0,548,533
E01000009,3,104,404,17,2,11,0,0,4,1,54,0,600,583
E01000011,1,33,363,18,0,14,0,0,4,0,40,0,473,455
E01000012,4,336,327,29,0,20,1,0,0,0,65,0,782,753
E01000013,1,32,483,10,0,13,0,0,8,1,68,0,616,606
E01000014,19,44,484,15,0,12,1,1,3,0,56,0,635,620
E01000015,4,46,661,18,0,24,0,0,9,1,72,0,835,817
E01000016,1,30,514,8,0,12,0,3,6,0,55,0,629,621
E01000017,2,48,465,15,0,17,0,0,0,0,51,0,598,583
E01000018,0,23,546,7,0,13,0,0,6,1,49,0,645,638
E01000019,1,25,397,13,1,16,0,0,2,1,43,0,499,486
E01000020,2,42,538,10,0,11,0,0,0,6,55,0,664,654
E01000021,1,55,444,14,0,13,1,0,3,2,58,0,591,577
E01000022,0,18,399,5,0,19,1,0,0,1,36,0,479,474
E01000024,0,17,378,9,1,13,0,0,1,0,40,0,459,450
E01000025,2,44,556,11,0,13,1,0,1,0,66,0,694,683
E01000027,2,41,542,12,1,9,1,0,4,0,50,0,662,650
E01000028,21,37,466,13,0,17,0,0,5,3,58,0,620,607
E01000029,0,64,550,14,0,4,0,0,4,0,46,0,682,668
E01000030,18,175,558,24,0,19,2,0,2,10,98,0,906,882
E01000031,2,54,475,3,1,10,0,0,2,1,44,0,592,589
E01000032,13,65,529,12,1,16,2,0,3,3,76,0,720,708
E01000033,10,89,384,10,0,12,1,0,3,0,44,0,553,543
E01000034,1,16,424,4,1,12,0,0,1,3,52,0,514,510
E01000035,3,55,447,15,0,9,1,0,0,1,64,0,595,580
E01000036,1,19,398,7,0,7,0,0,2,1,36,0,471,464
E01000037,2,14,505,7,0,4,0,0,3,0,54,0,589,582
E01000038,2,14,504,5,0,6,0,0,3,1,27,0,562,557
E01000039,1,38,525,6,1,9,0,0,14,0,48,0,642,636
E01000040,6,54,500,16,0,18,0,0,3,0,59,0,656,640
E01000041,5,24,483,12,0,6,0,0,5,4,63,0,602,590
E01000042,7,41,512,12,0,11,0,0,3,4,64,0,654,642
E01000043,3,32,350,14,1,12,0,0,4,0,55,0,471,457
E01000044,2,94,459,17,1,10,1,0,4,4,68,0,660,643
E01000045,2,22,494,10,0,9,1,0,4,1,34,0,577,567
E01000046,2,57,520,13,0,11,2,0,1,0,55,0,661,648
E01000049,22,178,292,16,0,17,3,0,4,3,41,1,577,561
E01000050,18,96,415,18,1,11,1,0,10,1,58,0,629,611
E01000051,81,138,126,10,0,19,10,0,2,12,35,0,433,423
E01000052,1,43,625,18,0,11,0,0,4,1,93,0,796,778
E01000053,10,196,370,16,0,12,0,0,4,1,42,0,651,635
E01000054,2,14,534,18,1,20,0,0,3,3,45,0,640,622
E01000055,3,27,457,10,0,16,0,0,1,0,53,0,567,557
E01000056,1,47,434,10,0,12,0,0,3,4,54,0,565,555
E01000057,1,32,423,16,2,9,0,0,0,0,48,0,531,515
E01000058,0,34,571,9,0,16,0,0,11,0,55,0,696,687
E01000059,2,36,449,12,1,5,1,0,4,1,59,0,570,558
E01000060,27,196,482,13,0,19,1,0,2,2,67,0,809,796
E01000061,62,354,235,13,0,16,2,0,5,7,57,0,751,738
E01000062,7,78,577,15,2,12,1,0,5,3,68,0,768,753
E01000063,2,29,516,11,0,10,0,0,2,3,52,0,625,614
E01000064,12,108,544,19,0,18,3,0,12,7,72,0,795,776
E01000065,36,100,550,16,0,12,1,0,4,1,64,0,784,768
E01000066,2,50,533,22,0,12,0,0,2,1,87,0,709,687
E01000067,1,27,553,12,0,18,0,0,6,1,43,0,661,649
E01000068,0,16,389,10,0,13,0,0,3,0,48,0,479,469
E01000069,1,13,469,8,0,3,2,1,1,1,37,0,536,528
E01000070,2,20,490,11,2,9,0,0,3,0,39,0,576,565
E01000071,8,114,594,9,2,11,0,0,4,6,59,0,807,798
E01000072,5,71,559,12,0,14,0,0,10,0,66,0,737,725
E01000073,1,30,534,10,0,23,1,0,8,2,57,0,666,656
E01000074,1,30,514,8,0,9,0,0,5,0,59,0,626,618
E01000075,1,12,527,17,4,14,0,0,3,3,58,0,639,622
E01000076,3,31,662,10,0,19,0,0,4,1,64,0,794,784
E01000077,3,27,486,6,0,14,1,0,1,1,54,0,593,587
E01000078,3,26,497,15,3,18,0,0,3,0,52,0,617,602
E01000079,10,51,478,11,0,8,0,0,1,2,61,0,622,611
E01000080,2,36,495,8,0,6,0,0,2,0,56,0,605,597
E01000081,3,30,517,14,2,15,0,0,15,0,59,0,655,641
E01000082,14,47,532,13,0,16,0,0,8,0,69,0,699,686
E01000083,4,27,511,12,0,9,0,0,1,2,69,0,635,623
E01000084,1,24,402,15,1,14,0,0,0,0,46,0,503,488
E01000085,3,41,462,14,0,9,0,0,3,1,43,0,576,562
E01000086,2,23,408,14,1,6,0,0,2,1,30,0,487,473
E01000087,1,21,415,16,0,12,0,0,8,1,44,0,518,502
E01000088,6,71,429,19,0,15,0,1,3,0,56,0,600,581
E01000089,2,43,448,20,0,23,0,1,3,1,60,0,601,581
E01000090,1,47,413,5,1,14,0,0,7,1,66,0,555,550
E01000091,7,97,462,23,0,10,0,0,3,4,66,0,672,649
E01000093,5,125,425,9,1,21,0,0,4,2,72,0,664,655
E01000094,55,437,250,33,0,8,7,0,5,3,45,0,843,810
E01000095,67,98,445,13,0,20,3,0,9,3,79,0,737,724
E01000096,1,38,351,10,1,18,1,0,4,16,45,0,485,475
E01000097,14,57,532,12,3,12,0,1,1,1,54,0,687,675
E01000098,1,24,511,14,0,9,1,0,2,3,58,0,623,609
E01000099,1,97,702,15,0,27,0,0,7,11,73,0,933,918
E01000100,5,58,508,16,0,11,0,0,5,2,51,0,656,640
E01000101,9,34,455,11,0,5,0,0,2,0,65,0,581,570
E01000102,1,30,514,7,0,14,0,0,3,1,58,0,628,621
E01000103,2,62,380,14,0,11,3,0,8,8,46,0,534,520
E01000104,30,80,472,13,0,21,4,0,4,9,64,0,697,684
E01000105,39,101,661,19,2,22,1,0,6,0,88,0,939,920
E01000106,51,206,503,25,0,16,0,0,8,1,61,0,871,846
E01000107,2,32,468,23,0,14,0,0,5,3,52,0,599,576
E01000108,0,141,427,22,0,20,2,3,3,0,69,0,687,665
E01000110,0,12,444,10,1,11,0,0,2,1,41,0,522,512
E01000111,4,51,604,17,0,20,1,0,2,2,49,0,750,733
E01000112,3,185,423,23,0,13,3,0,1,3,45,0,699,676
E01000113,0,49,506,19,0,9,0,0,3,0,55,1,642,623
E01000114,5,51,601,14,0,20,0,0,4,1,61,0,757,743
E01000115,0,7,441,2,0,3,0,0,0,0,27,0,480,478
E01000116,1,13,539,10,0,6,0,0,0,2,47,0,618,608
E01000117,3,57,569,12,0,3,0,0,0,1,47,0,692,680
E01000118,1,105,581,9,0,5,0,0,1,3,46,0,751,742
E01000119,0,31,534,4,0,5,0,0,3,1,51,0,629,625
E01000120,0,13,447,8,0,1,0,0,4,2,24,0,499,491
E01000121,2,68,398,8,0,3,1,0,2,2,39,0,523,515
E01000122,0,32,445,6,0,2,1,0,0,0,32,0,518,512
E01000123,1,44,606,6,0,10,0,0,3,0,61,0,731,725
E01000124,10,100,560,30,1,14,8,0,3,1,65,0,792,762
E01000126,10,258,397,15,0,20,0,0,6,1,63,0,770,755
E01000127,0,21,422,8,0,14,0,0,7,0,43,0,515,507
E01000128,2,24,537,7,0,11,0,0,6,1,48,0,636,629
E01000129,27,60,372,20,0,12,0,0,8,1,73,1,574,554
E01000130,4,131,423,22,1,14,0,0,7,2,56,0,660,638
E01000131,5,58,574,13,1,10,0,0,3,2,48,0,714,701
E01000132,0,16,410,7,0,9,1,0,10,0,50,0,503,496
E01000133,1,26,455,13,2,14,1,0,8,1,58,0,579,566
E01000134,3,120,410,21,0,12,0,0,3,0,65,0,634,613
E01000135,15,78,458,6,0,12,2,0,2,3,51,0,627,621
E01000136,17,48,419,14,4,2,1,0,1,4,55,0,565,551
E01000137,11,66,503,18,1,13,0,0,7,0,55,0,674,656
E01000138,6,112,439,21,1,13,0,0,3,4,55,1,655,634
E01000139,18,42,398,17,2,10,0,0,3,4,50,0,544,527
E01000140,38,148,572,13,1,18,1,0,8,5,65,0,869,856
E01000141,12,115,553,26,0,19,1,0,8,2,52,0,788,762
E01000142,3,356,445,26,3,9,0,0,1,1,48,0,892,866
E01000143,37,83,452,16,0,23,1,0,2,1,64,0,679,663
E01000144,16,114,495,19,2,27,0,0,7,5,58,0,743,724
E01000145,3,27,392,12,0,15,0,0,4,0,35,0,488,476
E01000146,16,158,578,29,1,16,3,0,2,3,62,0,868,839
E01000147,2,22,479,11,0,7,0,0,0,0,39,0,560,549
E01000150,4,185,491,13,2,18,1,0,5,5,52,0,776,763
E01000151,152,132,227,29,1,34,0,0,14,0,68,0,657,628
E01000152,180,180,421,25,0,30,2,0,10,10,71,0,929,904
E01000153,20,133,482,17,0,18,0,0,10,1,59,0,740,723
E01000154,33,99,459,20,0,20,0,0,4,6,66,0,707,687
E01000156,3,52,620,6,0,7,1,0,6,0,52,0,747,741
E01000157,4,73,513,22,0,0,0,0,4,1,50,0,667,645
E01000158,0,28,446,12,0,8,0,0,3,0,49,0,546,534
E01000159,0,24,554,7,0,3,0,0,0,1,59,0,648,641
E01000160,0,92,619,6,0,8,1,0,5,2,70,0,803,797
E01000161,3,107,582,20,0,11,1,0,10,0,78,0,812,792
E01000162,0,40,437,11,0,6,0,1,2,1,53,0,551,540
E01000163,6,123,535,25,0,20,0,0,5,3,81,0,798,773
E01000164,3,56,497,14,1,10,0,0,7,2,56,0,646,632
E01000165,1,57,569,4,0,9,0,0,8,1,57,0,706,702
E01000166,2,45,546,9,1,2,1,0,0,3,44,0,653,644
E01000167,0,20,437,8,0,9,0,0,3,0,45,0,522,514
E01000168,3,12,509,4,0,3,0,0,3,4,24,0,562,558
E01000169,1,131,479,24,0,6,0,0,3,4,47,0,695,671
E01000170,3,40,569,8,1,10,2,1,3,5,55,0,697,689
E01000171,5,257,591,27,0,7,3,0,4,4,99,0,997,970
E01000172,1,12,554,6,0,5,0,0,0,3,28,0,609,603
E01000173,1,66,492,5,0,5,1,0,0,1,36,0,607,602
E01000174,14,76,572,25,0,11,0,0,2,1,61,0,762,737
E01000175,0,22,560,11,1,5,0,1,4,6,34,0,644,633
E01000176,14,72,538,14,2,14,0,0,2,1,62,0,719,705
E01000177,2,84,546,11,0,3,0,0,5,3,38,0,692,681
E01000178,1,77,527,7,0,4,1,0,8,2,50,0,677,670
E01000179,5,195,497,17,0,7,0,0,5,1,41,1,769,752
E01000180,3,39,546,10,0,7,0,0,5,1,58,0,669,659
E01000181,3,54,570,10,0,4,0,0,3,1,39,0,684,674
E01000182,2,144,529,22,0,4,0,0,0,2,28,0,731,709
E01000183,1,40,500,9,1,2,0,0,2,2,45,0,602,593
E01000184,118,67,417,11,0,17,0,0,7,4,66,3,710,699
E01000185,13,90,455,10,1,14,1,0,14,0,47,0,645,635
E01000186,0,7,467,3,0,1,0,0,1,3,32,0,514,511
E01000187,5,149,396,6,0,4,0,0,5,1,26,0,592,586
E01000188,1,20,443,2,1,2,1,0,1,2,35,0,508,506
E01000189,283,322,236,13,0,29,5,0,8,7,78,0,981,968
E01000190,12,30,478,5,0,5,0,0,0,2,36,0,568,563
E01000191,0,24,490,5,0,5,1,0,0,0,32,0,557,552
E01000192,2,84,547,14,1,12,0,0,3,1,48,0,712,698
E01000193,2,132,505,10,0,7,0,0,5,3,47,0,711,701
E01000194,4,111,503,15,0,14,0,0,10,2,45,0,704,689
E01000195,4,187,441,16,0,8,0,0,3,1,59,0,719,703
E01000196,15,184,761,38,3,15,0,0,9,8,63,0,1096,1058
E01000197,1,55,596,17,2,10,1,0,4,0,46,0,732,715
E01000198,7,73,591,12,1,13,10,0,8,3,61,0,779,767
E01000199,1,20,544,16,1,4,2,0,1,1,67,0,657,641
E01000200,10,64,709,14,0,14,0,0,1,1,61,1,875,861
